id_d,id_s
69105,23003
69110,23010
69114,23014
69115,23015
69116,23015
49749,3649
69124,23024
69125,23024
69146,23046
69147,23046
69149,23049
69150,23050
69151,23050
69165,23065
69166,23065
69168,23068
69179,23079
69180,23079
69181,23079
69210,23110
69217,23117
69218,23117
69219,23117
69226,23126
69227,23126
69232,23132
69233,23133
69234,23133
69235,23135
69236,23135
69237,23135
69242,23142
69243,23142
69244,23142
77078,30976
69256,23156
69257,23156
69258,23156
49774,3674
49775,3674
69291,23191
69297,23197
69298,23197
69304,23204
69308,23208
69309,23209
69310,23209
69325,23225
69327,23227
49784,3684
69332,23232
69333,23233
69334,23233
69335,23235
69344,23244
69345,23244
69347,23247
69348,23247
69355,23255
69356,23255
69357,23255
69367,23267
69375,23275
69376,23275
69390,23290
69409,23309
69410,23310
69411,23310
81964,35864
69437,23337
69438,23337
69464,23364
69465,23364
69466,23364
69476,23376
82579,36479
69514,23414
69515,23414
55279,9179
69532,23432
69546,23446
55283,9183
69563,23463
69564,23463
69565,23463
69581,23481
69582,23481
69585,23485
69586,23485
69590,23490
69592,23492
69600,23500
69601,23500
69606,23506
69607,23506
69608,23506
69633,23533
69634,23534
69635,23534
69636,23534
49836,3734
69646,23546
69647,23546
69648,23546
69653,23553
69654,23553
69655,23555
69656,23555
69657,23555
69658,23558
69676,23576
69677,23576
69679,23579
69680,23579
69681,23581
69682,23581
69683,23583
69684,23583
69685,23583
69727,23627
69728,23627
69729,23627
69749,23649
69750,23649
69751,23649
69755,23655
69776,23676
69777,23676
49860,3759
69792,23692
69793,23692
69795,23695
69801,23701
69802,23701
69805,23705
69806,23705
69812,23712
69813,23712
82635,36535
69830,23730
69831,23730
69832,23731
69836,23736
69837,23736
69838,23736
69839,23739
69840,23739
69841,23739
69856,23756
69864,23764
69865,23764
69866,23764
69871,23771
69872,23772
69873,23772
69875,23775
69876,23775
49876,3776
55338,9237
49877,3776
69889,23789
69890,23789
69891,23789
69911,23811
69912,23811
69913,23811
69914,23813
69915,23813
69922,23822
69923,23823
69924,23824
69925,23824
69945,23845
69946,23845
69950,23850
88118,42017
69961,23861
69962,23861
55351,9250
69988,23888
69989,23889
69990,23889
69994,23894
69995,23894
69996,23894
69999,23899
70000,23899
70003,23903
70013,23913
70014,23914
70016,23916
70018,23918
70023,23923
70031,23931
70032,23932
48160,2059
70070,23970
70071,23970
82677,36577
82678,36577
70106,24006
70110,24010
70111,24010
70118,24018
70119,24018
70126,24026
70127,24026
70134,24034
70135,24034
70136,24034
70140,24040
70141,24040
70150,24050
70151,24050
70152,24052
70153,24052
70154,24052
70169,24069
70171,24071
70172,24071
70173,24073
70174,24073
70189,24089
70196,24096
70199,24099
70200,24100
70209,24109
70223,24123
70224,24123
70226,24126
70227,24126
88168,42068
70261,24161
70262,24161
70263,24161
70265,24165
70268,24168
70273,24173
70274,24173
70275,24173
70295,24195
70296,24195
70297,24195
70298,24198
70302,24202
70303,24202
70305,24205
70307,24207
70308,24207
70309,24209
70310,24209
70322,24222
70323,24222
70328,24228
70329,24228
87450,41349
53625,7524
84177,38077
70349,24249
70350,24249
70351,24249
70352,24252
70354,24254
70360,24260
70361,24260
70362,24260
70371,24271
70372,24271
70373,24271
70376,24276
70377,24276
48171,2071
70405,24305
70406,24305
70407,24307
70408,24307
70413,24313
70414,24313
70418,24318
70419,24318
70420,24320
49966,3865
49967,3865
70436,24336
70437,24336
70439,24339
70440,24339
70441,24339
70452,24352
70456,24356
70459,24359
70460,24359
70469,24369
70470,24369
70482,24382
70488,24388
70489,24388
55439,9339
55441,9339
70509,24409
70510,24409
70513,24413
70523,24423
70524,24424
70525,24424
70533,24433
70534,24433
70535,24433
48479,2378
70542,24442
70543,24442
82755,36655
70552,24452
70553,24453
70554,24453
70565,24465
70566,24465
70571,24471
70572,24471
70573,24471
70585,24485
70586,24485
70587,24485
49994,3894
70605,24505
70606,24505
70607,24505
70612,24512
70613,24512
70620,24520
70621,24521
70622,24521
70636,24536
70640,24540
70641,24540
70642,24542
70643,24542
70644,24542
70645,24545
70659,24559
70660,24559
70661,24559
70662,24562
70663,24562
70664,24564
70667,24567
70668,24567
70669,24568
70694,24594
70695,24594
70706,24606
70707,24606
70708,24606
70711,24611
70712,24611
70713,24613
70714,24613
70715,24613
70718,24618
70719,24618
70720,24618
70734,24634
70735,24634
70738,24638
70739,24638
70769,24669
70770,24669
70789,24689
70790,24689
70799,24699
70800,24699
70828,24728
70843,24743
70844,24744
70845,24744
70846,24744
55499,9399
70853,24753
70854,24753
70856,24756
70857,24756
70858,24756
55501,9399
70875,24775
88272,42170
70893,24793
70894,24793
70895,24793
70898,24798
70906,24806
70907,24806
70919,24819
70920,24819
70937,24837
70938,24837
70940,24840
70944,24844
70945,24845
70946,24845
70949,24849
70950,24849
70951,24849
70962,24862
70963,24863
70964,24864
70965,24864
70966,24864
70991,24891
70992,24891
50062,3962
71000,24900
71001,24900
50063,3962
71012,24912
71014,24914
71015,24915
71016,24915
71019,24919
82836,36736
71034,24934
71035,24934
71036,24934
71037,24937
71038,24937
71040,24940
71041,24940
71055,24955
71062,24962
71063,24962
71064,24962
71076,24976
71077,24976
87475,41375
71100,25000
88310,42210
71110,25010
71111,25010
88311,42210
71127,25027
71128,25027
71129,25027
71143,25043
71144,25043
71145,25043
71146,25046
71147,25046
71148,25046
71179,25079
71180,25079
71182,25082
71183,25082
71184,25083
71185,25083
82862,36761
71199,25099
71200,25099
71207,25107
71211,25111
71219,25119
71220,25119
71221,25119
71233,25133
71234,25133
71258,25158
71259,25158
71277,25177
71278,25177
71287,25187
71288,25188
71289,25188
71301,25201
71302,25201
71303,25201
71310,25210
71311,25211
71312,25211
71317,25217
71318,25217
88346,42246
88347,42246
50118,4017
71339,25239
71341,25241
71343,25243
71344,25243
71349,25249
71350,25249
71354,25254
71355,25254
71358,25258
71359,25258
71362,25262
71363,25262
89667,43567
71391,25291
71400,25300
71401,25300
71405,25305
71407,25307
71408,25307
71415,25315
71416,25315
71417,25317
71418,25317
71419,25319
71420,25319
71421,25319
71441,25341
71442,25341
71443,25343
71444,25344
71445,25344
71446,25344
71464,25364
71467,25367
71468,25367
71495,25395
71496,25395
71512,25412
71513,25412
71519,25419
71520,25419
71521,25419
71536,25436
71537,25436
71541,25441
71542,25441
71543,25441
71555,25455
71556,25455
71557,25455
71561,25461
71564,25464
71579,25479
71586,25486
71587,25486
71590,25490
71591,25490
71610,25510
80347,34246
71628,25528
71629,25528
71630,25528
71643,25543
71644,25543
71675,25575
71676,25575
71685,25585
71688,25588
71689,25588
71703,25603
71704,25604
71705,25604
71706,25606
71721,25621
71722,25621
71723,25621
71732,25632
71767,25667
71768,25667
71778,25678
71779,25678
71799,25699
71800,25699
71806,25706
71807,25706
71824,25724
71825,25724
71826,25724
71827,25726
71835,25735
49311,3210
71872,25772
71873,25772
71874,25772
71879,25779
71880,25779
71881,25779
82978,36878
71893,25793
71894,25793
71895,25793
71898,25798
71920,25820
71921,25820
71933,25833
71934,25833
71936,25836
71937,25836
71938,25836
71946,25846
71947,25846
71962,25862
71972,25872
71977,25877
71995,25895
71996,25896
72007,25907
72008,25907
72028,25928
72029,25929
72030,25929
72031,25929
72034,25934
72035,25934
72036,25934
72043,25943
72044,25944
72045,25944
72054,25954
72055,25954
72066,25966
72067,25966
72068,25967
72081,25981
72082,25981
72101,26001
72102,26001
72106,26006
72107,26006
72110,26010
72111,26010
72112,26010
72117,26017
72121,26021
72122,26021
72123,26021
72129,26029
72130,26029
72151,26051
72152,26051
88485,42385
72160,26059
72161,26059
72162,26061
72163,26063
72164,26064
88486,42385
72166,26065
72167,26065
72172,26072
72192,26092
72193,26092
72194,26094
72195,26095
72196,26095
72197,26095
72200,26100
88492,42392
72209,26109
72214,26114
72215,26114
72216,26114
72224,26124
72225,26124
66657,20555
72277,26177
72304,26204
72305,26204
72325,26225
77591,31490
72337,26237
72338,26237
72351,26251
72361,26261
72362,26262
72363,26262
72364,26262
72368,26268
72369,26268
72370,26270
72373,26273
83061,36961
72386,26286
72400,26300
72401,26300
72402,26300
72409,26309
72413,26313
72414,26313
72417,26317
72418,26317
72419,26319
72420,26320
72421,26320
72450,26350
72452,26352
72453,26352
72456,26356
72457,26356
72464,26364
72465,26364
72468,26368
72470,26370
50308,4208
72478,26378
50309,4208
72481,26381
72482,26381
72483,26381
72494,26394
72495,26394
72496,26396
72497,26396
72498,26398
72499,26398
72501,26401
72502,26402
72503,26402
72159,26059
72519,26419
72520,26419
72524,26424
72530,26430
72531,26430
72165,26063
72565,26465
55785,9685
72569,26469
72570,26469
72573,26473
72576,26476
72577,26476
72588,26488
72589,26488
72595,26495
72596,26495
72597,26495
72602,26502
72603,26502
72604,26502
88560,42460
88561,42460
72629,26529
72630,26529
72631,26529
72637,26537
82536,36436
72642,26542
72648,26548
72649,26548
72650,26548
72657,26557
72658,26558
72660,26560
72661,26560
72662,26560
72677,26577
72678,26577
72682,26582
72683,26582
72692,26592
72693,26592
72694,26592
50347,4247
72721,26621
72732,26632
72736,26636
72737,26636
72738,26636
88582,42482
72743,26643
72744,26643
88583,42483
72748,26648
72749,26648
72752,26652
72753,26652
72754,26654
72755,26654
72201,26100
72770,26670
72771,26670
72772,26670
72788,26688
72789,26688
72790,26690
72791,26690
72800,26700
72801,26700
72802,26700
72807,26707
72808,26707
91897,45797
72826,26726
72827,26726
72856,26756
72857,26756
72859,26759
72867,26767
72868,26767
72878,26778
72879,26778
72880,26778
72882,26782
72887,26787
88608,42508
72899,26799
72912,26812
72913,26812
72916,26816
72917,26816
72918,26816
72935,26835
72936,26835
72939,26839
72940,26839
72950,26850
72951,26851
72952,26851
72968,26868
72970,26870
72971,26870
72972,26872
72973,26872
72983,26883
72984,26883
72988,26888
73004,26904
73012,26912
73013,26912
73016,26916
73021,26921
73035,26935
73036,26935
73038,26938
73039,26938
73049,26949
73055,26955
73056,26955
73057,26955
55870,9769
73078,26978
55871,9769
73084,26984
73088,26988
55872,9772
73100,27000
73112,27012
73113,27012
73114,27013
73121,27021
73129,27029
73130,27029
73131,27029
73137,27037
73138,27037
73139,27039
73140,27039
73146,27046
73147,27046
73154,27054
73155,27054
73161,27061
73162,27061
73170,27070
73171,27070
56993,10893
73186,27086
73187,27086
73188,27086
73190,27090
73203,27103
73204,27103
73205,27103
56994,10893
73210,27110
73211,27110
73212,27110
73213,27112
73238,27138
73239,27138
73268,27168
73269,27168
73270,27168
73276,27176
73277,27176
73280,27180
73281,27180
88673,42573
73288,27188
88674,42573
73299,27199
73302,27202
73303,27202
86458,40358
73315,27215
84276,38176
73322,27222
73323,27222
86459,40358
73358,27258
73359,27259
73362,27262
73363,27263
73364,27263
73365,27263
50459,4359
73392,27292
73407,27307
73417,27317
73418,27317
73419,27317
73422,27322
73423,27323
73424,27323
73425,27323
73427,27327
73431,27331
73432,27331
73437,27337
50473,4373
50474,4373
73472,27372
73473,27372
73481,27381
73482,27381
73483,27381
73491,27391
73499,27399
73501,27401
73505,27405
73513,27413
73514,27413
73515,27413
73518,27418
73519,27418
73525,27425
73526,27425
73540,27440
73542,27442
73543,27442
73544,27442
73552,27452
73553,27452
73564,27464
73565,27464
73571,27471
73572,27471
83263,37163
73603,27503
73604,27503
73605,27503
73606,27506
73607,27506
73608,27506
73609,27509
73610,27509
73613,27513
73617,27517
73618,27517
73638,27538
73639,27538
73641,27541
73642,27541
73643,27543
73645,27545
73646,27545
73652,27552
73653,27552
73658,27558
73666,27566
73698,27598
73699,27598
73700,27600
73714,27614
83285,37185
73744,27644
73745,27644
73746,27645
73747,27645
73757,27657
73758,27657
73772,27672
73773,27672
73778,27678
55992,9891
88761,42660
73820,27720
55994,9893
73844,27744
73845,27744
73855,27755
73862,27762
73863,27762
73873,27773
73874,27773
73875,27773
73881,27781
73890,27790
73891,27790
73902,27802
73903,27802
73919,27819
73920,27819
73928,27828
73929,27828
50551,4451
73942,27842
73943,27842
73944,27842
73948,27848
73949,27848
73950,27850
73951,27851
73952,27851
73972,27872
73973,27872
73979,27879
73980,27879
73999,27899
74009,27909
74010,27909
74011,27910
74016,27916
74017,27916
74018,27918
74040,27940
74041,27940
56031,9931
56032,9931
74051,27951
74052,27951
74053,27951
74057,27957
74066,27966
74077,27977
74078,27977
74079,27977
74088,27988
74097,27997
74098,27997
74100,28000
74118,28018
74119,28018
74120,28018
74121,28021
74122,28022
74123,28022
74134,28034
74135,28034
74136,28034
74140,28040
74141,28040
74149,28049
74150,28050
74154,28054
74155,28054
74178,28078
74179,28078
74182,28082
74183,28082
74207,28107
74208,28107
74213,28113
74214,28113
74222,28122
74223,28123
74224,28122
74226,28126
74227,28127
74229,28129
74230,28129
74231,28130
74238,28138
74239,28138
74240,28138
74270,28170
74271,28170
74276,28176
74278,28178
74279,28178
74280,28178
74284,28184
74285,28184
74287,28187
74288,28187
74294,28194
74295,28194
74296,28194
74297,28197
74298,28198
74299,28198
74300,28198
74309,28209
74310,28209
74321,28221
74322,28221
74328,28228
74329,28228
74330,28230
74331,28230
74335,28235
74336,28235
74337,28235
74339,28239
74346,28246
74347,28246
74353,28253
74354,28253
88852,42751
74370,28270
74383,28283
74384,28283
74385,28283
74387,28287
74388,28287
74389,28287
74391,28291
74392,28291
74393,28291
74396,28296
74397,28296
74400,28300
74401,28300
74407,28307
57034,10934
74409,28307
74424,28324
74425,28324
72479,26378
74435,28335
74440,28340
74446,28346
74447,28346
74448,28346
74457,28357
74458,28357
74459,28357
74473,28373
74486,28386
74487,28386
74492,28392
74493,28392
74513,28413
74524,28424
74525,28424
74543,28443
74544,28443
74553,28453
74562,28462
74563,28463
74564,28464
74565,28464
74571,28471
74572,28471
83426,37326
74574,28473
74575,28473
74583,28483
74584,28483
90865,44765
74591,28491
74597,28497
74598,28497
74602,28502
74606,28506
74607,28506
74608,28508
74609,28508
74610,28508
74617,28517
74618,28517
74626,28526
74627,28526
74629,28529
74630,28529
74631,28529
74633,28533
74634,28533
74635,28535
74636,28535
74647,28547
74648,28547
74650,28550
74662,28562
74676,28576
74677,28576
74678,28577
74680,28580
74681,28581
74682,28581
74683,28581
74688,28588
74689,28588
74694,28594
74695,28594
74697,28597
74698,28597
74722,28622
74723,28622
82141,36040
74762,28662
74763,28662
74764,28662
74769,28669
74770,28669
74771,28669
56159,10059
74813,28713
74814,28713
74815,28713
74818,28718
74819,28718
74836,28736
74837,28736
74838,28736
74840,28740
74862,28762
74869,28769
74885,28785
74886,28785
74891,28791
74892,28791
74907,28807
74908,28807
74909,28807
74915,28815
74925,28825
74926,28825
74927,28827
74928,28827
74933,28833
74934,28833
74938,28838
74939,28838
74947,28847
74948,28847
74952,28852
74953,28852
74955,28855
74956,28855
50722,4622
74965,28865
74966,28865
50724,4624
74988,28888
74992,28892
50728,4628
75006,28906
75007,28906
75008,28908
75009,28908
75012,28912
75013,28912
75014,28912
75018,28918
75019,28918
75025,28925
75034,28934
75035,28934
75038,28938
75044,28944
75062,28962
75072,28972
75073,28972
75076,28976
75083,28983
75084,28983
75086,28986
75087,28986
75088,28986
75089,28987
75092,28992
75093,28993
75094,28993
75117,29017
75118,29017
50750,4650
75129,29029
75131,29031
75132,29031
75133,29031
75134,29032
75137,29037
75141,29041
75142,29041
75143,29041
75153,29053
75154,29053
75155,29053
75157,29057
75158,29057
75159,29057
75160,29060
75163,29063
75164,29063
75168,29068
75169,29068
75170,29069
75184,29084
75186,29086
75187,29087
75188,29087
56222,10122
88991,42890
75201,29101
75202,29101
75203,29101
75213,29113
75217,29117
75218,29117
75219,29117
75229,29129
75230,29129
75231,29131
75232,29131
75233,29131
75239,29139
75240,29139
75248,29148
75249,29148
75251,29151
75252,29151
75253,29151
75269,29169
75278,29178
75287,29187
75289,29189
75290,29189
75291,29189
50778,4678
75296,29196
75297,29196
75300,29200
75301,29200
75302,29200
75306,29206
75307,29206
75308,29206
75312,29212
75313,29212
75327,29227
75328,29227
75329,29227
75343,29243
75344,29243
75345,29243
75358,29258
75359,29258
75360,29260
72638,26537
56255,10155
56256,10155
56257,10155
75401,29301
75402,29301
75403,29301
75406,29306
75407,29306
75424,29324
75425,29324
75426,29324
75428,29328
75429,29328
75433,29333
75434,29334
75435,29333
75443,29343
75444,29343
75445,29343
75451,29351
75452,29352
75453,29352
75454,29354
75455,29354
75458,29358
75459,29359
75460,29359
75466,29366
75468,29368
75486,29386
75487,29386
75489,29389
75490,29390
83579,37479
75492,29390
75494,29394
75495,29394
83580,37480
83581,37480
75509,29409
75513,29413
75514,29413
47251,1151
75531,29431
75536,29436
75537,29437
75538,29436
75539,29439
75540,29439
75551,29451
75552,29451
75565,29465
75577,29477
75578,29478
75579,29478
75583,29483
75584,29483
75585,29484
75586,29485
75594,29494
75595,29494
75596,29494
75610,29510
75616,29516
75617,29516
75618,29516
75620,29520
75621,29520
75622,29521
75624,29524
75628,29528
75629,29528
75635,29535
75650,29550
75659,29559
75662,29562
89069,42968
75669,29569
84115,38013
51621,5521
75692,29592
75698,29598
75699,29598
75710,29610
75711,29610
75717,29617
75718,29617
75719,29619
75720,29619
75721,29620
75722,29620
75737,29637
75742,29642
75743,29642
75744,29642
75755,29655
75756,29655
75764,29664
75765,29664
75766,29666
75767,29666
56319,10219
75774,29674
75775,29674
75776,29676
56320,10219
89089,42988
75785,29685
75786,29685
47260,1160
75797,29697
75799,29699
75809,29709
75810,29709
75818,29718
75819,29718
75822,29722
75823,29722
75824,29722
75832,29732
75833,29732
90907,44805
75851,29751
75852,29751
75853,29751
52718,6618
75873,29773
75874,29773
75879,29779
75880,29779
75890,29790
75891,29791
75892,29791
75893,29791
75896,29796
75908,29808
75922,29822
75923,29822
75928,29828
75929,29828
75930,29830
75931,29831
75942,29842
75947,29847
75948,29847
75956,29856
75970,29870
75971,29871
75991,29891
75992,29891
75994,29894
75996,29896
75997,29896
76003,29903
76004,29903
76008,29908
76009,29908
76010,29908
56359,10258
83666,37566
76018,29918
76019,29918
76030,29930
76032,29932
76039,29939
76040,29939
76051,29951
