FUNDACIO INSTITUT D INVESTIGACIO BIOMEDICA DE BELLVITGE,1
DEHARDE MASCHINENBAU HELMUT HOFFMAN GMBH,1
NKE SA,1
Engin Medya Hizmetleri A.S.,1
METROPOLITIKO THERAPEFTIRIO PERSEYSYGEIONOMIKIS MERIMNAS,1
Gr nenthal GmbH,1
Blekinge Pressgjuteri AB,1
KIRSEN GLOBAL SECURITY GMBH,1
HYPERTECH  CHAIPERTEK  ANONYMOS VIOMICHANIKI EMPORIKI ETAIREIA PLIROFORIKIS KAI NEON TECHNOLOGION,1
SEJERO-GAES A/S,1
SIS SWEDISH STANDARDS INSTITUTE IDEELLA FORENINGEN,1
MENDYRA SL,1
University of Alaska,1
KENTRO ANANEOSIMON PIGON KE EXIKONOMISIS ENERGEIAS  CENTRE FOR RENEWABLE ENERGY SOURCES AND SAVING,1
NETZLINK INFORMATIONSTECHNIK GMBH,1
CONSEJO CONSULTIVO REGIONAL DE FLOTA DE LARGA DISTANCIA EN AGUAS NOCOMUNITARIAS ASOCIACION,1
PLANET PLANUNGSGRUPPE ENERGIE UND TECHNIK GBR,1
CENTRE DE RECHERCHE EN NUTRITION HUMAINE RHONE-ALPES,1
CENTRAAL BUREAU VOOR DE STATISTIEK,1
ENVIRONMENTAL INSTITUTE s.r.o.,1
BIT OCEANS RESEARCH,1
Biomer,1
DS SMITH PACKAGING ITALIA SPA,1
MARK GROUP LIMITED,1
POLINTER SA,1
aixACCT Systems GmbH,1
I. DIMOULIS   CO EE,1
ChipVision Design Systems AG,1
CENTRE D ETUDE ET DE VALORISATION DES ALGUES SA,1
Instituto de Ecolog a y Biodiversidad,1
Tecnologias y equipos para el medio ambiente S.L.,1
TOTAL RAFFINAGE CHIMIE SA,1
TARH-TERRA AMBIENTE E RECURSOS HIDRICOS LDA,1
Electronics Design Ltd,1
THE SOIL ASSOCIATION LIMITED,1
BEROEPSVERENIGING VAN DE HANDELAARSIN GRAANGEWASSEN EN ANDERE LANDBOUWPRODUCTEN VZW,1
AVEZ ELEKTRONIK ILETISIM EGITIM DANISMANLIGI TICARET ANONIM SIRKETI,1
MODELON AB,1
ALTAMIRA LLC,1
BEKAERT COMBUSTION TECHNOLOGY BV,1
VEGAGERDIN,1
DR. DZIOMBA BERNHARD - DZIOMBA AERONAUTICAL CONSULTING,1
MTM PLASTICS GMBH,1
REMONDIS GMBH RHEINLAND,1
TROPICAL DISEASES RESEARCH CENTRE,1
TELBIOS S.P.A.,1
CITTA DI TORINO,1
EUROPEAN SCIENTIFIC WORKING GROUP ON INFLUENZA,1
STRATIFORME INDUSTRIES SAS,1
COPENHAGEN LIVING LAB APS,1
LOGIC SPA,1
REGION DE MIDI-PYRENEES,1
VALSAVE ENGINEERED SOLUTIONS LIMITED,1
THE FOUNDATION FOR MEDICAL RESEARCH INFRASTRUCTURAL DEVELOPMENT AND HEALTH SERVICES NEXT TO THE MEDICAL CENTER TEL AVIV,1
KOPERATTIVI MALTA,1
VIRTUAL REALITY   MULTI MEDIA PARK Spa,1
NATIONAL UNIVERSITY CORPORATION FUKUSHIMA UNIVERSITY,1
STICHTING INTEGRAAL KANKERCENTRUM ZUID,1
LIDAR TECHNOLOGIES LTD.,1
BUNDESINSTITUT FUR IMPFSTOFFE UND BIOMEDIZINISCHE ARZNEIMITTEL,1
P. DIMITROPOULOS - ELECTRONIC SYSTEMS AND SOFTWARE APPLLICATIONS S.A. - SENSAP SA,1
WAYDIP ENERGIA E AMBIENTE LDA,1
S.C. DAVO STAR IMPEX SRL,1
DEUTSCHES FORSCHUNGSZENTRUM FUER KUENSTLICHE INTELLIGENZ GMBH,1
WELLNESS TELECOM SL,1
COVALIA INTERACTIVE,1
Microsaic Systems,1
HUNT DEVELOPMENTS  UK  LTD,1
PLASTICSEUROPE,1
GRACE GMBH   CO KG,1
H.J. HEINZ COMPANY LIMITED,1
Danish Road Directorate,1
AQUA-Institut f r angewandte Qualit tsf rderung und Forschung im Gesundheitswesen GmbH,1
HOGSKOLEN I SOROST NORGE,1
PRIMER PUESTO SL,1
WALLAC OY,1
Innovative Concepts in Drug Development  ICDD-sas,1
PHEROBANK BV,1
ADVAL TECH  GERMANY  GMBH   CO. KG,1
ISA SOFTWARE,1
TDV INDUSTRIES,1
SABIC Innovative Plastics Ib rica  S.A,1
LOOKWELL BIKE FASHION BV,1
VTT MEMSFAB OY,1
AQUILAB,1
SOLARPARC AG,1
IONIAN UNIVERSITY,1
EPIA SOLARPOWER EUROPE AISBL,1
FEDERAL STATE EDUCATIONAL ESTABLISHMENT OF HIGHER PROFESSIONAL EDUCATION RUSSIAN STATE AGRARIAN UNIVERSITY-MOSCOW TIMIRYAZEV AGRICULTURAL ACADEMY,1
CAFE SCIENTIFIQUE,1
DELL ORTO SPA,1
UNIVERSITE DES SCIENCES ET LA TECHNOLOGIE HOUARI BOUMEDIENE,1
GREENHYDROGEN DK APS,1
OMNISYS INSTRUMENTS AB,1
THE REVENUE COMMISSIONERS,1
COMERCIAL HOSPITALARIA GRUPO 3 SL,1
ALTAIR ENGINEERING LIMITED,1
HRVATSKO DRUSTVO ZA URGENTNU MEDICINU I KIRURGIJU UDRUGE,1
DANSK AKVAKULTUR FORENING,1
VERUM- STIFTUNG FUER VERHALTEN UND UMWELT,1
THE NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,1
Micron Research Service,1
ELEMETAL,1
MINISTERIO DE DEFENSA DE ESPA A,1
PNO Consultants N.V.,1
NATIONAL INFORMATION SOCIETY AGENCY,1
BIPA NV,1
DONG ENERGY WIND POWER AS,1
ENGINE CREATIVE CONSULTANTS LTD,1
PRZEDSIEBIORSTWO WDRAZANIA DIAGNOSTYKI TECHNICZNEJ TECHNICAD SPOLKA ZOGRANICZONA ODPOWIEDZIALNOSCIA,1
SOLUCIONES AGRICOLAS DE PRECISION S.L.,1
WIEBKE LESCH STRATEGISCHE KOMMUNIKATION,1
NORTH ENERGY ASA,1
BREAST INTERNATIONAL GROUP - AISBL,1
INDUSTRIAS DEL CURTIDO S.A.,1
Specialvalimo J. Pap Oy,1
PARAGON ANONYMH ETAIREIA MELETON EREVNAS KAI EMPORIOU PROIGMENHS TEXNOLOGIAS,1
Tyker Technology,1
GREIBROKK   TRONES SEPTECH AS  G T SEPTECH GTS,1
CELUM GMBH,1
CARLSBERG AS,1
CEGAT GMBH,1
Insel Gruppe AG,1
KOCKUMS INDUSTRIER AB,1
RAMBOLL MANAGEMENT BRUSSELS,1
COLD CAR,1
CONTINENTAL AUTOMOTIVE FRANCE SAS,1
GAME AND WILDLIFE CONSERVATION TRUST,1
Cogent Technology Ltd,1
CONFERENCE DES REGIONS PERIPHERIQUES MARITIMES D EUROPE - ASSOCIATION,1
ASOCIACION DE ACCION FERROVIARIA CETREN,1
FEDERATIE VAN VERENIGINGEN VOOR VERWARMING EN LUCHTBEHANDELING IN EUROPA VERENIGING,1
ASSOCIATION EISBM,1
REZEKNES AUGSTSKOLA RA,1
HEP - ESCO DOO ZA VODENJE I FINANCIRANJE PROJEKATA ENERGETSKE UCINKOVITOSTI,1
OBSERVATORIO DEL EBRO FUNDACION,1
ASSOCIATION OF EUROPEAN SCIENCE   TECHNOLOGY TRANSFER PROFESSIONALS,1
CRYOSTAR SAS,1
BIONIQS LIMITED,1
AZIENDA SPECIALE INNOVHUB - STAZIONI SPERIMENTALI PER L INDUSTRIA,1
SUPERPOOL MIMARLIK INSAAT EMLAK DANISMANLIGI REKLAMCILIK BILISIM HIZMETLERI TURIZM VE TIC LTD STI,1
NORAKER SAS,1
LIFE TECHNOLOGIES AS,1
FIRSTBEAT TECHNOLOGIES OY,1
RAUFOSS INDUSTRIAL TOOLS AS,1
Sandvik Powdermet AB,1
SUNWELL TECHNOLOGIES INC,1
ALIPLAST SPA,1
INSTITUTE OF BIOCHEMISTRY AND GENETICS  UFA SCIENTIFIC CENTRE OF RAS,1
YPOSKESI,1
INURA ZURICH INSTITUT GMBH,1
DIABETIC ASSOCIATION OF BANGLADESH - DAB,1
ZDRAVSTVENA USTANOVA OPSTA BOLNICA MEDICINSKI SISTEM BEOGRAD MSB,1
TELEFONICA SA,1
SAINT PETERSBURG NATIONAL RESEARCHUNIVERSITY OF INFORMATION TECHNOLOGIES MECHANICS AND OPTICS,1
VEREIN DEUTSCHE ZEMENTWERKE EV,1
ABILITY EUROPE LIMITED,1
TELESPAZIO VEGA DEUTSCHLAND GMBH,1
Twycross Zoo East Midland Zoological Society Limited,1
GEOGRAPHIC RESOURCE ANALYSIS   SCIENCE AS GRAS,1
RENAULT TRUCKS SAS,1
FAUDE AUTOMATISIERUNGSTECHNIK,1
ACORDE SECURIDAD SL,1
RENEWABLE ENERGY AGENCY CIVIC ORGANISATION,1
INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE,1
SMITHERS RAPRA AND SMITHERS PIRA LIMITED,1
INSTITUT ZA JADRANSKE KULTURE I MELIORACIJU KRSA-SPLIT,1
HAFEN HAMBURG MARKETING E.V.,1
SIMOSOL OY,1
INSTITUT FUER ANGEWANDTE VERKEHRS- UND TOURISMUSFORSCHUNG EV,1
JOHANN WOLFGANG GOETHE UNIVERSITAET FRANKFURT AM MAIN,1
EUROQUALITY SARL,1
MONFORT LOGISTICA S.L.,1
MALTA INDUSTRIAL INNOVATION FOR SMES LIMITED,1
SWA SRO,1
TRANSPORTES CARRERAS SA,1
UNIVERSITY OF INDONESIA,1
SEA MARCONI TECHNOLOGIES DI VANDERTUMIATTI SAS,1
CROMA-PHARMA GMBH,1
INTELSCAN ORBYLGJUTAEKNI EHF,1
St1 Biofuels Oy,1
LOQUENDO SPA,1
DEL FUNGO GIERA ENERGIA SPA DFGE,1
LUCIDEON LIMITED,1
AIRTEL ATN LTD.,1
CAMARA DE COMERCIO DE LIMA ASOCIACION,1
MULTIFORM,1
AZVI SA,1
Autorit  di Bacino destra Sele,1
FUNDACIO MUTUA DE TERRASSA PER A LA DOCENCIA I RECERCA BIOMEDICA I SOCIAL FUNDACIO PRIVADA CATALANA,1
Nederlandse Oestervereniging,1
SAMTOK FYRIRTAEKJA I SJAVARUTVEGI,1
STREAM PROJECTS LTD,1
Universt  Ferhat Abbas- S tif- Laboratoire d Optique Appliqu e,1
JMDTHEQUE SARL,1
FRANZ SCHAFER ETIKETTEN GMBH,1
Land Network e.V.,1
FONDAZIONE ENERGYLAB LABORATORIO DELL ENERGIA,1
A.D.I.VALOR,1
HEMARINA SA,1
BJLGUARSKA ASOTZIATZIYA YELYEKTRICH,1
SOCIETE D INGENIERIE DE LOGICIELS INFORMATIQUES ET DE COMMUTATION,1
EUROSOC DIGITAL GGMBH,1
VANUATU NATIONAL CULTURAL COUNCIL,1
INSTYTUT KOLEJNICTWA,1
KCEM AB,1
COSTA EDUTAINMENT S.P.A,1
VU Log SAS,1
MATAKINA UK LIMITED,1
AVANTIUM CHEMICALS BV,1
Maritime Association for Research and Innovation-MARI,1
COPRECI S.COOP,1
FIREFLY AB,1
HOMERIA OPEN SOLUTIONS SL,1
ENZYME ADVISING GROUP SL,1
Kopacek KEG,1
Institut Marocain des Relations Internationales,1
TAKOMAT GmbH,1
RATTLEROW SEGHERS HOLDING NV,1
INFORMA SRL,1
AURORA MEDICAL LTD,1
INVATEC SPA,1
TECHNAX INDUSTRIE SAS,1
STADTWERKE MUNSTER GMBH,1
EUROPEAN BIODIESEL BOARD,1
CLINICAL TRIALS CONSULTING   TRAINING LIMITED,1
Verhaert New Products   Services NV,1
LESY SLOVENSKEJ REPUBLIKY,1
Fundacion Chile,1
SYNDICAT MIXTE DES TRANSPORTS URBAINS DE PAU PORTE DES PYRENEES,1
INFOCOM S.R.L.,1
BEXCO NV,1
AUDI HUNGARIA MOTOR Kft.,1
CROSS CZECH A.S.,1
TEJO ENERGIA S.A.,1
UNIVERSITE LE MANS,1
CENTRE FOR SCIENCE  SOCIETY AND CITIZENSHIP,1
Loick  agroservice GmbH,1
SOCIETATEA DE INGINERIE SISTEME SA,1
Joint Stock Telecommunications Company Telekom Srbija a.d.,1
BUILDINGS PERFORMANCE INSTITUTE EUROPE ASBL,1
Groupement Europ en d Int r t Economique FORESPIR,1
ALMUS AG,1
PEMU MUANYAGIPARI ZARTKORUEN MUKODORESZVENYTARSASAG,1
Renmin University of China,1
SWIETOKRZYSKIE CENTRUM INNOWACJI I TRANSFERU TECHNOLOGII SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
RiboTask ApS,1
DFI EUROPE VERENIGING,1
OSTTHURINGISCHE MATERIALPRUFGESELLSCHAFT FUR TEXTIL UND KUNSTSTOFFE MBH RUDOLSTADT,1
INSTITUTE OF PLANT GENETIC RESOURCES,1
JUWI SOLAR GMBH,1
ASSOCIATION RELATIVE A LA TELEVISION EUROPEENNE,1
EURO INTER TOULOUSE,1
SALUMIFICIO GALLI REMO SRL,1
NTERA LIMITED,1
TELEPLAST GMBH   CO. KG,1
EURICSE,1
CHRISTOS PAPADOPOULOS   SIA O.E.,1
DOREN   KOSTER GBR KOMMUNIKATION DESIGN,1
Quickstep GmbH,1
TPR FIBERDUR GMBH   CO KG,1
Ahlsell Norge AS,1
SANDER SMIT BM-CHANGE,1
TRANSFERCENTER FUR KUNSTSTOFFTECHNIK GMBH,1
KAUNO VANDENYS UAB,1
ILIAKO REVMA,1
AVANZARE INNOVACION TECNOLOGICA SL,1
BUILDAIR INGENIERIA Y ARQUITECTURA SA,1
AGRORESURSU UN EKONOMIKAS INSTITUTS,1
D.D. WILLIAMSON  U.K.  LIMITED,1
FACHHOCHSCHULE ZENTRALSCHWEIZ - HOCHSCHULE LUZERN,1
Hanneforth food for you GmbH   Co.KG,1
ULTRAPRECISION MOTION LTD,1
Editeur Limited,1
BUNDESVERBAND KERAMISCHE INDUSTRIE EV,1
P A MOODY RECYCLING LIMITED,1
ZYP INGENERIA GEOMATICA SL,1
LATTERIA DI SOLIGO SOCIETA AGRICOLA COOPERATIVA,1
CUSTOMDRINKS SL,1
NATIONAL SUICIDE RESEARCH FOUNDATION,1
CHESS IT INTERNATIONAL BV,1
GAMMATEC ENGINEERING GMBH,1
ORTEC LOGISTICS HOLDING BV,1
NORDIC BIOSCIENCE A/S,1
X-ART-PRO-DIVISION HANDELS GMBH,1
MINISTRY OF AGRICULTURE AND FOOD,1
DE GROOT-WEEVERS PHILIPPUS JOSEPHUS,1
ON AIR ELEKTRONIKAI GYARTO ES JAVITO  KFT,1
TIBERLAB S.R.L.,1
SMALLMATEK - SMALL MATERIALS AND TECHNOLOGIES LDA,1
UNIDAD DE PIE DIABETICO SL,1
UNIVERSITAT FUR WEITERBILDUNG KREMS,1
SKANES LIVSMEDELSAKADEMI,1
AUTORITA PORTUALE DI GENOVA,1
PGRO RESEARCH LIMITED,1
LUSETTI SALUMI SRL,1
SISTEMAS Y MONTAJES ELECTRICOS SL,1
PORTES BISBAL S.A.,1
LAUER   WEISS GMBH,1
GENOTYPE2PHENOTYPE LLC,1
BALGARSKA ASOTSIATSIA NA PROIZVODITELITE I IZNOSITELITE NA OBLEKLO I TEXTIL,1
ELIZABETH WAGER  SIDEVIEW,1
KARMIC SARL,1
HOLLAND COMPOSITES INDUSTRIALS BV,1
GREMI TEXTIL DE TERRASSA,1
GEOVITA FUNCTIONAL INGREDIENTS SRL,1
CHECKLIGHT LTD,1
ZOLERTIA SL,1
BVBA CLEVER CONSULT,1
BIORICS NV,1
INSTITUTO DE BIOLOGIA MOLECULAR Y CELULAR DE ROSARIOIBR,1
FEDERAL STATE EDUCATIONAL BUDGET INSTITUTION OF HIGHER VOCATIONAL TRAINING MOSCOW STATE UNIVERSITY OF GEODESY AND CARTOGRAPHY,1
STICHTING HOGESCHOOL LEIDEN,1
INWATEC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,1
MacDermid Autotype Ltd,1
SERVICE DEPARTEMENTAL D INCENDIE ET DE SECOURS DES BOUCHES DU RHONE,1
BOTANICKY USTAV AV CR  V.V.I.,1
SECOM SRL,1
GREENE WASTE TO ENERGY SL,1
CLM ONDERZOEK EN ADVIES BV,1
SERT-METAL SAS,1
BATZ SOCIEDAD COOPERATIVA,1
MariLim Gesellschaft fur Gewasseruntersuchung mbH,1
Mars Belgium,1
ROC SYSTEMTECHNIK GMBH,1
Industrial Microwave Systems Ltd,1
CORBALLIS CONSULTING LIMITED,1
WACHSTUMSREGION EMS-ACHSE E.V,1
PCCELL GMBH,1
OFFICINAE VERDI SPA,1
WORLD FOOD PROGRAMME,1
ID TECHEX LIMITED,1
Living Labs Global,1
POWER LAKE AKTIEBOLAG,1
Comune di Brescia,1
MIR ARASTIRMA VE GELISTIRME AS,1
BARBIERI RUBBER SRL,1
ASCEND TECHNOLOGIES LIMITED,1
KLIEVERIK HELI BV,1
EDUCA.CH INSTITUT SUISSSE DES MEDIAS POUR LA FORMATION ET LA CULTURE,1
ROTOTEK LTD,1
GRAD RIJEKA,1
NOESIS SOLUTIONS NV,1
MUNEDA GmbH,1
NAVBLUE,1
INGENIEURTECHNIK UND MASCHINENBAU GMBH,1
MGH GUTES AUS HESSEN GMBH,1
ALICANTE OFTALMOLOGICA SL,1
MINISTRY OF DEFENCE,1
INSTITUT ZA MATEMATIKO  FIZIKO IN MEHANIKO UNIVERZE EDVARDA KARDELJA VLJUBLJANI PO,1
Municipio de Peniche,1
VARIONOSTIC GMBH,1
INFOMETRIA IPIRESIES GEOPLIROFORIKIS EPE,1
Ministry of Communications and Transport of Bosnia and Herzegovina,1
OT CHEMISTRY AB,1
NAMSA,1
Secretaria do Estado de Ci ncia e Tecnologia,1
NovAliX,1
SLOVENIAN BUSINESS   RESEARCH ASSOCIATION,1
ANTI CANCER COUNCIL OF VICTORIA,1
DINAMICA S.R.L,1
DOMS METROLOGY APS,1
MINISTRY OF HEALTH,1
LORTEK S COOP,1
GEOFLUX THOMAS KOSCHITZKI   DANIEL WURBS GBR,1
Associa  o CCG/ZGDV - Centro de Computa  o Gr fica,1
UZDAROJI AKCINE BENDROVE STANDA,1
COLD GAZ TECNOLOGY GMBH,1
EUROGATE GmbH   Co. KGaA  KG,1
Federale Overheidsdienst Volksgezondheid  Veiligheid van de Voedselketen en Leefmilieu,1
University of Split  Faculty of Electrical Engineering  Mechanical Engineering and Naval Architecture,1
ALTEC INFORMATION AND COMMUNICATION SYSTEMS AE,1
SOSIAALI- JA TERVEYSMINISTERI,1
AREXIS SARL,1
SCUOLA SUPERIORE EUROPEA DI MEDICINA MOLECOLARE,1
CONSORZIO PER IL SISTEMA INFORMATIVO  CSI PIEMONTE,1
AYANDA BIOSYSTEMS SA,1
INSTITUTE OF GEOLOGICAL SCIENCES NATIONAL ACADEMY OF SCIENCES OF UKRAINE,1
EDLINGER ALFRED/METALURGY   INORGANIC TECHNOLOGY MIT,1
HI IBERIA INGENIERIA Y PROYECTOS SL,1
HERBERTEK AB,1
PROPLAST-CONSORZIO PER LA PROMOZIONE DELLA CULTURA PLASTICA,1
Ministry of Agriculture  Forestry and Fisheries,1
VENTIMOLA GMBH   CO DAMMTECHNIK KG,1
INSTITUT FUER ANGEWANDTE WIRTSCHAFTSFORSCHUNG EV,1
Vereinigung High Tech Marketing,1
THALES AVIONICS SAS,1
SEGURA DURAN ASSESSORS S.A.,1
PRAK PETER,1
CENTRUM MATERIALOW POLIMEROWYCH IWEGLOWYCH POLSKA AKADEMIA NAUK CMPIW PAN,1
FEDERAL MOGUL SINTERED PRODUCTS LIMITED,1
Universidad Nacional de General Sarmiento,1
TAMAR ISRAELI ADVANCED QUARRYING CO LTD,1
ASSOCIATION EUROPEENNE DES FOURNISSEURS AUTOMOBILES CLEPA AISBL,1
COMPOSITEC,1
ANIMUA SA,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR LANDBOUW EN VISSERIJONDERZOEK,1
TECHNOLOGISCH KENNISCENTRUM TEXTIELVERZORGING,1
Gauss Centre for Supercomputing  GCS  e.V.,1
FERRER INTERNATIONAL,1
FUNDACIO INSTITUT CATALA DE NANOCIENCIA I NANOTECNOLOGIA,1
ADDESTINO INNOVATION MANAGEMENT CVBA,1
NATIONAL TAIWAN OCEAN UNIVERSITY,1
MINISTERIO DE ADMINISTRACAO INTERNA,1
ATTENSITY EUROPE GMBH,1
INSTYTUT ZYWNOSCI I ZYWIENIA,1
BORZEN  ORGANIZATOR TRGA Z ELEKTRICNO ENERGIJO  DOO,1
FOODLIFE INTERNATIONAL BILIMSEL DANISMANLIK PROJE YONETIMI EGITIM ARASTIRMA GELISTIRME SANAYI VE TICARETLIMITED SIRKETI,1
UNIVERSITY OF ZAGREB - FACULTY OF FOOD TECHNOLOGY AND BIOTECHNOLOGY - UZAG PBF,1
ORTELIO LTD,1
M.V.M. SHEET METAL FABRICATIONS LIMITED,1
AFFIMED THERAPEUTICS AG,1
AFOS LIMITED,1
GRUPO ESPANOL DE INVESTIGACION EN SARCOMAS ASOCIACION,1
ISS INTERNATIONAL LIMITED,1
TOSHIBA RESEARCH EUROPE LIMITED,1
Inventux Solar Technologies GmbH,1
OPENPATTERN,1
EURORDIS - EUROPEAN ORGANISATION FOR RARE DISEASES ASSOCIATION,1
COMPAGNIA GENERALE TRATTORI SPA,1
CENTER FOR ETIK OG RET OVRIGE VIRKSOMHEDSFORMER,1
Winwind Oy,1
TECHNISCHE UNIVERSITAET KAISERSLAUTERN,1
DVC NV,1
TELEFONICA INTERNATIONAL WHOLESALE SERVICES SL,1
